id,picture,country,price,authority,date,org_fined,articleViolated,type,source,summary
145,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,30000,Spanish Data Protection Authority (AEPD),NA,Vodafone Espana,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Failure to implement sufficient measures to ensure information security,https://www.aepd.es/resoluciones/PS-00205-2019_ORI.pdf,"<p>The personal data of a customer was disclosed to a different customer through SMS. The original fine of €50,000 was reduced to €20,000.</p>
"
146,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,40000,Spanish Data Protection Authority (AEPD),NA,Vodafone Espana,Art. 6 GDPR,Non-compliance with lawful basis for data processing,https://www.aepd.es/resoluciones/PS-00064-2019_ORI.pdf,"<p>The claimant was charged for a Netflix subscription that they had not requested. The claimant proved that the Netflix subscription was created by a different person who obtained the personal details of the claimant from Vodafone. The AEPD argued that the claimant did not consent to be charged the Netflix subscription, and as such had fined Vodafone with €40,000. </p>
"
147,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,3600,Spanish Data Protection Authority (AEPD),NA,"AMADOR RECREATIVOS, S.L",Art. 5 (1) c) GDPR,Non-compliance with lawful basis for data processing,https://www.aepd.es/resoluciones/PS-00135-2019_ORI.pdf,"<p>The games lounge was fined because it improperly used and processed surveillance footage data.</p>
"
148,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,9000,Spanish Data Protection Authority (AEPD),2019-08-05,Private individual,Art. 5 (1) c) GDPR,Non-compliance with lawful basis for data processing,https://www.aepd.es/resoluciones/PS-00050-2019_ORI.pdf,"<p>Video surveillance was used to monitor employees.</p>
"
149,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,20000,Spanish Data Protection Authority (AEPD),2019-08-04,Private individual,Art. 5 (1) c) GDPR,Non-compliance with lawful basis for data processing,https://www.aepd.es/resoluciones/PS-00150-2019_ORI.pdf,"<p>Video surveillance was used to monitor employees.</p>
"
150,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,48000,Spanish Data Protection Authority (AEPD),2019-06-05,Telefónica SA,Art. 5 (1) a) GDPR,Non-compliance with lawful basis for data processing,https://www.aepd.es/resoluciones/PS-00173-2019_ORI.pdf,"<p>A customer complained that their bank account was charged for two invoices for the services the customer has purchased but on the invoices, the personal details of a third party person were displayed. Initially, the fine was determined to be €60,000 but was reduced to €48,000.</p>
"
151,https://www.privacyaffairs.com/wp-content/uploads/2019/10/belgium.svg,Belgium,2000,Belgian Data Protection Authority (APD),NA,Nursing Care Organization,"Art. 12 GDPR, Art. 15 GDPR, Art. 17 GDPR",Information obligation non-compliance,https://www.autoriteprotectiondonnees.be/sites/privacycommission/files/documents/DEQF_13-2019_FR_ANO.pdf,"<p>A nursing care organization failed to act on a request by a data subject to receive access to their data with the scope of erasing it.</p>
"
152,https://www.privacyaffairs.com/wp-content/uploads/2019/10/hungary.svg,Hungary,1500,Hungarian National Authority for Data Protection and the Freedom of Information (NAIH),2019-11-12,Unknown,Art. 6 GDPR,Non-compliance with lawful basis for data processing,https://www.naih.hu/files/NAIH-2019-51-hatarozat.pdf,"<p>A company did not delete a former employee&#8217;s private emails and as such, it was determined that it processed private data without a legal basis. The company also was found to exceed data retention requirements. As per Hungarian laws, the name of the fined company was not disclosed by the national data protection authority.</p>
"
153,https://www.privacyaffairs.com/wp-content/uploads/2019/10/hungary.svg,Hungary,90,Hungarian National Authority for Data Protection and the Freedom of Information (NAIH),NA,Hospital,Art. 15 GDPR,Non-compliance with subjects' rights protection safeguards,https://www.naih.hu/files/NAIH-2019-5112-hatarozat.pdf,"<p>The hospital unlawfully charged a copying fee from the patient and violated their right to access data.</p>
"
154,https://www.privacyaffairs.com/wp-content/uploads/2019/10/hungary.svg,Hungary,7400,Hungarian National Authority for Data Protection and the Freedom of Information (NAIH),NA,Military Hospital,"Art. 32 GDPR, Art. 33 GDPR",Information obligation non-compliance,https://www.naih.hu/files/NAIH-2019-2485-hatarozat.pdf,"<p>A military hospital did not meet the reporting deadline imposed for data breaches. The data protection authority further increased the fine due to the lack of technical and organizational measured to prevent the loss of personal data.</p>
"
155,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,1600,Spanish Data Protection Authority (AEPD),2019-10-12,Megastar SL,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with lawful basis for data processing,https://cms.law/en/int/publication/data-law-navigator/spain,"<p>The company was fined because it operated a video surveillance system that had an observation angle that extended too far into the public traffic area. The video surveillance system was also not accompanied by any data protection notices.</p>
"
156,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,1500,Spanish Data Protection Authority (AEPD),2019-03-12,Cerrajeria Verin S.L.,Art. 13 GDPR,Information obligation non-compliance,https://www.aepd.es/resoluciones/PS-00265-2019_ORI.pdf,"<p>The company was fined because it collected personal data without providing accurate information about its data processing activities on their privacy policy page on their website.</p>
"
157,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,5000,Spanish Data Protection Authority (AEPD),2019-03-12,Linea Directa Aseguradora,Art. 6 GDPR,Non-compliance with lawful basis for data processing,https://www.aepd.es/resoluciones/PS-00250-2019_ORI.pdf,"<p>An insurance company sent advertising emails to clients without the necessary consent.</p>
"
158,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,6000,Spanish Data Protection Authority (AEPD),NA,Sports Bar,Art. 5 (1) c) GDPR,Non-compliance with lawful basis for data processing,https://www.aepd.es/resoluciones/PS-00236-2019_ORI.pdf,"<p>A sports bar operated a video surveillance CCTV system that had an angle that extended into a public area that should not have been surveilled.</p>
"
159,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,60000,Spanish Data Protection Authority (AEPD),2019-06-11,Vodafone Espana,Art. 6 GDPR,Non-compliance with lawful basis for data processing,https://www.aepd.es/resoluciones/PS-00140-2019_ORI.pdf,"<p>Vodafone sent customers invoicing details to a third party after a customer invoicing complaint. The fine was originally determined to be €75,000 but later reduced to €60,000 after the quick cooperation of the company.</p>
"
160,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,60000,Spanish Data Protection Authority (AEPD),NA,Vodafone Espana,Art. 5 (1) f) GDPR,Failure to implement sufficient measures to ensure information security,https://www.aepd.es/resoluciones/PS-00249-2019_ORI.pdf,"<p>Invoicing details of a customer were sent to a third party customer during an invoicing complaint.</p>
"
161,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,5000,Spanish Data Protection Authority (AEPD),2019-10-12,"Shop Macoyn, S.L.","<a href=""https://www.privacy-regulation.eu/en/32.htm"">Art. 32 GDPR</a>",Failure to implement sufficient measures to ensure information security,https://www.aepd.es/es/documento/ps-00320-2019.pdf,"<p>The company sent advertising emails to multiple recipients where every one of the recipients was able to see the email address of all other recipients. This was because the sender sent all the email addresses as CC instead of BCC.</p>
"
162,https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg,Romania,2000,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),NA,Telekom Romania,"<a href=""https://www.privacy-regulation.eu/en/32.htm"">Art. 32 GDPR</a>",Failure to implement sufficient measures to ensure information security,https://www.dataprotection.ro/?page=O_noua_amenda_pentru_incalcarea_RGPD_comunicat_decembrie&lang=ro,"<p>The company did not ensure the accuracy of the processing of personal data. This resulted in the disclosure of a client&#8217;s personal data to a different client.</p>
"
163,https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg,Romania,2000,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),NA,Globus Score SRL,Art. 58 GDPR,Non-cooperation with Data Protection Authority,https://www.dataprotection.ro/?page=Alta_amenda_pentru_incalcarea_GDPR&lang=en,"<p>The company did not comply with measures imposed by the Data Protection Authority.</p>
"
164,https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg,Romania,2000,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),2019-02-12,Nicola Medical Team 17 SRL,Art. 58 GDPR,Non-cooperation with Data Protection Authority,https://www.dataprotection.ro/index.jsp?page=Noi_amenzi_in_aplicarea_RGPD&lang=ro,"<p>The company did not comply with measures imposed by the Data Protection Authority.</p>
"
165,https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg,Romania,500,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),NA,Homeowners Association,Art. 32 GDPR,Failure to implement sufficient measures to ensure information security,https://www.dataprotection.ro/?page=Amenda_asociatie_proprietari&lang=ro,"<p>A homeowners association used video surveillance CCTV without the proper information displayed in the affected areas. The Data Protection Authority also determined that inadequate technical measures were in place regarding the access and storage of personal data.</p>
"
166,https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg,Romania,3000,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),NA,Modern Barber,Art. 58 GDPR,Non-cooperation with Data Protection Authority,https://www.dataprotection.ro/index.jsp?page=Noi_amenzi_in_aplicarea_RGPD&lang=ro,"<p>The company did not comply with measures imposed by the Data Protection Authority.</p>
"
167,https://www.privacyaffairs.com/wp-content/uploads/2019/10/united-kingdom.svg,United Kingdom,320000,Information Commissioner (ICO),NA,Doorstep Dispensaree,"<a href=""https://www.privacy-regulation.eu/en/32.htm"">Art. 32 GDPR</a>",Failure to implement sufficient measures to ensure information security,https://ico.org.uk/media/action-weve-taken/enforcement-notices/2616741/doorstop-en-20191217.pdf,"<p>The company had stored some 500,000 documents containing names, addresses, dates of birth, NHS numbers and medical information and prescriptions in unsealed containers at the back of the building and failed to protect these documents from the elements, resulting in water damage to the documents.</p>
<p>The company stored around 500,000 documents that contained the names, addresses, birth fates, and NHS identification numbers as well as medical information and prescriptions in unsealed containers at the back of a building. As a result of this, the documents were exposed to the elements which resulted in water damage and potentially to the loss of some data.</p>
"
168,https://www.privacyaffairs.com/wp-content/uploads/2019/10/netherlands.svg,Netherlands,50000,Dutch Supervisory Authority for Data Protection (AP),NA,Menzis,Art. 5 GDPR,Non-compliance with lawful basis for data processing,https://autoriteitpersoonsgegevens.nl/nl/nieuws/sancties-voor-menzis-en-vgz-voor-overtreding-van-de-privacywet,"<p>The marketing staff of the health insurance company Menzis had access to patients&#8217; data.</p>
"
169,https://www.privacyaffairs.com/wp-content/uploads/2019/10/greece.svg,Greece,20000,Hellenic Data Protection Authority (HDPA),NA,Wind Hellas Telecommunications,Art. 21 GDPR,Non-compliance with subjects' rights protection safeguards,"http://www.dpa.gr/APDPXPortlets/htdocs/documentDisplay.jsp?docid=146,94,80,247,188,211,182,68","<p>The company ignored objections voiced by the affected parties regarding advertising and marketing calls.</p>
"
170,https://www.privacyaffairs.com/wp-content/uploads/2019/10/sweden.svg,Sweden,35000,Data Protection Authority of Sweden,NA,Nusvar AB,Art. 6 GDPR,Non-compliance with lawful basis for data processing,https://www.datainspektionen.se/globalassets/dokument/beslut/beslut-tillsyn-mrkoll.pdf,"<p>Nusvar AB, which operates the website Mrkoll.se, a site that provides information on all Swedes over the age of 16, published information on people with overdue payments.</p>
"
171,https://www.privacyaffairs.com/wp-content/uploads/2019/10/belgium.svg,Belgium,15000,Belgian Data Protection Authority (APD),NA,Legal information wesbite,"Art. 6 GDPR, Art. 12 GDPR, Art. 13 GDPR",Non-compliance with lawful basis for data processing,https://www.gegevensbeschermingsautoriteit.be/sites/privacycommission/files/documents/BETG_12-2019_NL.PDF,"<p>A website that provided legal information and news only had its privacy policy page available in English, even though it was also addressing the French and Dutch-speaking markets. Also, the privacy policy page was not easily accessible and did not mention the legal basis for the processing of data, as required by the GDPR. The website also used Google Analytics without effective consent.</p>
"
172,https://www.privacyaffairs.com/wp-content/uploads/2019/10/bulgaria.svg,Bulgaria,28100,Data Protection Commission of Bulgaria (KZLD),2019-03-09,National Revenue Agency,"Art 6 (1) GDPR, Art 58 (2) e) GDPR, Art 83 (5) a) GDPR",Non-compliance with lawful basis for data processing,https://www.cpdp.bg/?p=element_view&aid=2226,"<p>The National Revenue Agency was fined with €28,100 because of the unlawful processing of personal data of a private individual. The personal data of the individual was unlawfully collected and used in an enforcement case against them in order to recover a tax debt of €86,000. The National Revenue Agency also collected bank account data of the affected individual from the Bulgarian National Bank. The Bulgarian DPA argued that this data was collected unlawfully by the National Revenue Agency. This is one of the very rare cases where a DPA fines a government institution for the unlawful processing of personal data.</p>
"
173,https://www.privacyaffairs.com/wp-content/uploads/2019/10/bulgaria.svg,Bulgaria,11760,Data Protection Commission of Bulgaria (KZLD),2019-03-09,Commercial representative of telecommunication service provider,Art. 6 (1) GDPR,Non-compliance with lawful basis for data processing,https://www.cpdp.bg/index.php?p=element&aid=1219,"<p>A fine of €11,760 was issued on the commercial representative of a national telecommunications provider due to the unlawful processing of the personal data of a client. The commercial representative unlawfully processed the data of a client with the goal of closing a contract for mobile telephoning services.</p>
"
174,https://www.privacyaffairs.com/wp-content/uploads/2019/10/bulgaria.svg,Bulgaria,5113,Bulgarian Commission for Personal Data Protection (KZLD),2019-03-09,Telecommunication service provider,Art. 6 GDPR,Non-compliance with lawful basis for data processing,https://www.cpdp.bg/index.php?p=element&aid=1219,"<p>A fine of €5,113 was imposed on a national telecom company for the unlawful processing of the personal data of a citizen. The personal data of the individual was unlawfully accessed and processed in order to cancel a contract.</p>
"
175,https://www.privacyaffairs.com/wp-content/uploads/2019/10/bulgaria.svg,Bulgaria,5112,Data Protection Commission of Bulgaria (KZLD),2019-08-10,Interior Ministry,Art. 6 (1) GDPR,Non-compliance with lawful basis for data processing,https://www.cpdp.bg/index.php?p=element&aid=1219,"<p>The Bulgarian Interior Ministry was fined due to the unlawful processing of the personal data of a citizen. The Interior Ministry unlawfully sent the personal data of the citizen to the Togolese Republic.</p>
"
176,https://www.privacyaffairs.com/wp-content/uploads/2019/10/bulgaria.svg,Bulgaria,1121,Data Protection Commission of Bulgaria (KZLD),2019-03-09,Private enforcement agent,"Art. 12 (4) GDPR, Art. 15 GDPR",Non-compliance with subjects' rights protection safeguards,https://www.cpdp.bg/index.php?p=element&aid=1219,"<p>A private enforcement agent was fined for the unlawful processing of personal data of an individual. The agent had conducted video surveillance on the individual and refused to grant access to the collected data. The affected individual submitted an application to access their personal data but the enforcement agent rejected this request and refused to motivate this decision.</p>
"
177,https://www.privacyaffairs.com/wp-content/uploads/2019/10/bulgaria.svg,Bulgaria,1022,Data Protection Commission of Bulgaria (KZLD),2019-03-09,Telecom company,"Art. 6 (1) GDPR, Art. 25 (1) GDPR",Non-compliance with lawful basis for data processing,https://www.cpdp.bg/index.php?p=element&aid=1219,"<p>A fine of €1,022 was imposed on a national telecom company for the unlawful processing of the personal data of a citizen. The personal data of the individual was unlawfully accessed and processed in order to cancel a contract.</p>
"
178,https://www.privacyaffairs.com/wp-content/uploads/2019/10/bulgaria.svg,Bulgaria,511,Data Protection Commission of Bulgaria (KZLD),NA,Employer,"Art. 12 (3) GDPR, Art. 15 (1) GDPR",Non-compliance with subjects' rights protection safeguards,https://www.cpdp.bg/index.php?p=element&aid=1219,"<p>A company was fined with €511 because it refused to give access to the personal data of an employee who submitted an application to receive access to their personal data.</p>
"
179,https://www.privacyaffairs.com/wp-content/uploads/2019/10/bulgaria.svg,Bulgaria,511,Data Protection Commission of Bulgaria (KZLD),2019-07-10,BD,Art. 31 GDPR,Lack of cooperation with Data Protection Authority,https://www.cpdp.bg/index.php?p=element&aid=1219,"<p>BD was fined with €511 because it failed to provide access to information which the national DPA requested in order to resolve a complaint.</p>
"
180,https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg,Germany,800,Data Protection Authority of Mecklenburg-Vorpommern,2019-06-08,Police Officer,Art. 6 GDPR,Non-compliance with lawful basis for data processing,https://www.faz.net/aktuell/gesellschaft/kriminalitaet/polizisten-nutzten-daten-um-minderjaehrige-maedchen-zu-kontaktieren-16227841.html,"<p>A police officer used a witnesse&#8217;s personal data to contact her.</p>
"
181,https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg,Germany,118,Data Protection Authority of Saarland,2019-01-01,Unknown,Art. 6 GDPR,Non-compliance with lawful basis for data processing,https://indd.adobe.com/view/d639298c-3165-4e30-85d8-0730de2a3598,"<p>Personal data was disclosed to a third party. No further details were revealed.</p>
"
182,https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg,Germany,294000,Data Protection Authority of Niedersachsen,2019-02-12,Unknown,Art. 5 GDPR,Failure to comply with data processing principles,https://www.handelsblatt.com/politik/deutschland/dsgvo-datenschutz-verstoesse-zahl-der-bussgelder-ist-drastisch-gestiegen/25364576.html?ticket=ST-1616678-HaaxMJeMxarATmdXeL7Z-ap6,"<p>A company was fined with €294,000 because of the &#8220;unnecessarily long&#8221; storage and retention of personal data in the selection of personnel. During the selection process, even health data was requested, which was excessive according to the DPA.</p>
"
183,https://www.privacyaffairs.com/wp-content/uploads/2019/10/cyprus.svg,Cyprus,9000,Cypriot Data Protection Commissioner,NA,Government agency,Art. 32 GDPR,Failure to implement sufficient measures to ensure information security,http://www.dataprotection.gov.cy/dataprotection/dataprotection.nsf/All/ACDFDC478581BEE1C22584EE002EE9C2?OpenDocument,"<p>The government agency was fined due to granting the police access to data and failing to implement adequate measures to secure the data, even after being warned by the national DPA.</p>
"
184,https://www.privacyaffairs.com/wp-content/uploads/2019/10/cyprus.svg,Cyprus,1000,Cypriot Data Protection Commissioner,NA,M.L. Pro.Fit Solutions LTD,Art. 6 GDPR,Non-compliance with lawful basis for data processing,http://www.dataprotection.gov.cy/dataprotection/dataprotection.nsf/All/ACDFDC478581BEE1C22584EE002EE9C2?OpenDocument,"<p>The company was fined for sending marketing messages without consent. No measures were taken to permit phone users to block these messages and no measures were provided that would have allowed the contacted individuals to opt-out of receiving these messages.</p>
"
185,https://www.privacyaffairs.com/wp-content/uploads/2019/10/cyprus.svg,Cyprus,70000,Cypriot Data Protection Commissioner,NA,LGS Handling Ltd,"Art. 6 GDPR, Art. 9 GDPR",Non-compliance with lawful basis for data processing,http://www.dataprotection.gov.cy/dataprotection/dataprotection.nsf/all/ACDFDC478581BEE1C22584EE002EE9C2/$file/2019-apofasi%20bradford%20system%20%CE%91%CE%9D%CE%A9%CE%9D%CE%A5%CE%9C%CE%9F%CE%A0.pdf?openelement,"<p>The national data protection authority determined that the company used the Bradford factor for profiling and monitoring sick leave and that this constituted unlawful processing of personal data.</p>
"
186,https://www.privacyaffairs.com/wp-content/uploads/2019/10/cyprus.svg,Cyprus,10000,Cypriot Data Protection Commissioner,NA,Louis Travel Ltd,"Art. 6 GDPR, Art. 9 GDPR",Non-compliance with lawful basis for data processing,http://www.dataprotection.gov.cy/dataprotection/dataprotection.nsf/all/ACDFDC478581BEE1C22584EE002EE9C2/$file/2019-apofasi%20bradford%20system%20%CE%91%CE%9D%CE%A9%CE%9D%CE%A5%CE%9C%CE%9F%CE%A0.pdf?openelement,"<p>The national data protection authority determined that the company used the Bradford factor for profiling and monitoring sick leave and that this constituted unlawful processing of personal data.</p>
"
187,https://www.privacyaffairs.com/wp-content/uploads/2019/10/cyprus.svg,Cyprus,2000,Cypriot Data Protection Commissioner,NA,Louis Aviation Ltd,"Art. 6 GDPR, Art. 9 GDPR",Non-compliance with lawful basis for data processing,http://www.dataprotection.gov.cy/dataprotection/dataprotection.nsf/all/ACDFDC478581BEE1C22584EE002EE9C2/$file/2019-apofasi%20bradford%20system%20%CE%91%CE%9D%CE%A9%CE%9D%CE%A5%CE%9C%CE%9F%CE%A0.pdf?openelement,"<p>The national data protection authority determined that the company used the Bradford factor for profiling and monitoring sick leave and that this constituted unlawful processing of personal data.</p>
"
188,https://www.privacyaffairs.com/wp-content/uploads/2019/10/greece.svg,Greece,15000,Hellenic Data Protection Authority (HDPA),NA,Allseas Marine S.A.,"Art. 5 (1) a), (2) GDPR",Non-compliance with lawful basis for data processing,"http://www.dpa.gr/APDPXPortlets/htdocs/documentDisplay.jsp?docid=126,92,211,86,111,236,222,151","<p>The company unlawfully introduced a video surveillance system at the workplace to monitor employee activity. The Hellenic Data Protection Authority (HDPA) argued that the installation of the system was unlawful because the employees were not notified of the existence of the system.</p>
"
189,https://www.privacyaffairs.com/wp-content/uploads/2019/10/italy.svg,Italy,8500000,Italian Data Protection Authority (Garante),NA,Eni Gas e Luce,"Art. 5 GDPR, Art. 6 GDPR, Art. 17 GDPR, Art. 21 GDPR",Non-compliance with lawful basis for data processing,https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9244365,"<p>The Italian Data Protection Authority (Garante) imposed two fines of €11,5 million total on Eni Gas and Luce because of the unlawful processing of personal data during an advertising campaign as well as for the activation of unsolicited contracts. This first fine of €8,5 million was issued for the unlawful processing of personal data in the context of a marketing campaign. The company made promotional calls without the consent of the contacted people and refused to acknowledge people&#8217;s wishes to be added onto a &#8220;do not contact&#8221; list. The company also did not provide an opt-out procedure for these unsolicited calls. The DPA also determined that the company lacked sufficient technical and organizational measures to protect users&#8217; personal data. Data was also processed longer than the allowed retention period. According to the DPA, some data was also collected from third party entities that did not have consent from the data subjects to disclose that data.</p>
"
190,https://www.privacyaffairs.com/wp-content/uploads/2019/10/italy.svg,Italy,3000000,Italian Data Protection Authority (Garante),NA,Eni Gas e Luce,"Art. 5 GDPR, Art. 6 GDPR",Non-compliance with lawful basis for data processing,https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9244365,"<p>The Italian Data Protection Authority (Garante) imposed two fines of €11,5 million total on Eni Gas and Luce because of the unlawful processing of personal data during an advertising campaign as well as for the activation of unsolicited contracts. This second fine of €3 million was issued for the opening of unsolicited contracts for the provision of electricity and gas. A large number of individuals have reported that they have only learned of the new contracts after they received a termination letter from their old provider. Some complaints even reported false data as well as forged signatures.</p>
"
191,https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg,Romania,6000,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),NA,SC Enel Energie S.A.,"Art. 5 GDPR, Art. 6 GDPR, Art. 7 GDPR, Art. 21 GDPR",Non-compliance with lawful basis for data processing,https://www.dataprotection.ro/?page=sanctiune_pentru_incalcarea_RGPD_2020_2&lang=ro,"<p>The fine was issued after a complaint alleging that Enel Energie had processed an individual&#8217;s personal data and that the natural gas and electricity company was unable to prove it obtained the individual&#8217;s consent to send email notifications. The national data protection authority also explained that the company had not taken the required measures to stop the transmission of the email notifications even after the affected person had made a request to this end. The company was fined two times €3,000.</p>
"
192,https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg,Romania,5000,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),NA,Entirely Shipping & Trading S.R.L.,"Art. 5 (1) GDPR, Art. 6 GDPR, Art. 7 GDPR",Non-compliance with lawful basis for data processing,https://www.dataprotection.ro/index.jsp?page=O_noua_sanctiune_pentru_incalcarea_RGPD_2020_3&lang=ro,"<p>The company installed video surveillance in order to monitor employee activity. The problem arose from the fact that some cameras were installed in the locker rooms where the staff kept their spare clothes and regularly used to get dressed and undressed.</p>
"
193,https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg,Romania,5000,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),NA,Entirely Shipping & Trading S.R.L.,"Art. 5 (1) GDPR, Art. 6 GDPR, Art. 7 GDPR, Art. 9 GDPR",Non-compliance with lawful basis for data processing,https://www.dataprotection.ro/index.jsp?page=O_noua_sanctiune_pentru_incalcarea_RGPD_2020_3&lang=ro,"<p>A second fine was issued to the company for the unlawful processing of employee biometric data (fingerprints). The processing of biometric data allegedly was necessary to give employees access to certain rooms. The national DPA argued that this was too excessive.</p>
"
194,https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg,Romania,14000,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),2019-10-12,Hora Credit IFN SA,"Art. 5 GDPR, Art. 25 GDPR, Art. 32 GDPR, Art. 33 GDPR",Non-compliance with lawful basis for data processing,https://www.dataprotection.ro/?page=Alta_amenda_pentru_incalcarea_RGPD_2020_1&lang=ro,"<p>Three fined were issued on Hora Credit IFN SA because personal data of an individual was transmitted through email to a third party. The following investigation revealed that the company processed personal data without any means to validate the accuracy and authenticity of the data collected and processed. The operator also did not employ enough technical and organizational measures to protect the collected personal data. The case was made worse by the fact that the company did not notify the ANSPDCP after the data breach was discovered, as required by the law. The three fined issued were of €3,000, €10,000 and €1,000 for all the three issues of non-compliance discovered by the ANSPDCP.</p>
"
195,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,3000,Spanish Data Protection Authority (AEPD),2020-09-01,Vodafone Espana,Art. 58 GDPR,Non-cooperation with Data Protection Authority,https://www.aepd.es/es/documento/ps-00445-2019.pdf,"<p>The company did not provide information to the AEPD in relation to an investigation.</p>
"
196,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,44000,Spanish Data Protection Authority (AEPD),2020-07-01,Vodafone Espana,Art. 5 (1) f) GDPR,Failure to comply with data processing principles,https://www.aepd.es/es/documento/ps-00093-2019.pdf,"<p>The company was fined because it sent a contract that included the name and address and contact details of a client to a third party by accident.</p>
"
197,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,75000,Spanish Data Protection Authority (AEPD),2020-07-01,EDP España S.A.U.,Art. 6 GDPR,Non-compliance with lawful basis for data processing,https://www.aepd.es/es/documento/ps-00109-2019.pdf,"<p>The company was fined because it processed personal data such as name, tax identification number, address and phone number without the consent of the affected individuals.</p>
"
198,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,75000,Spanish Data Protection Authority (AEPD),2020-07-01,"EDP Comercializadora, S.A.U.",Art. 6 GDPR,Non-compliance with lawful basis for data processing,https://www.aepd.es/es/documento/ps-00025-2019.pdf,"<p>The company was fined because it processed personal data in regards to a gas contract without the applicants&#8217; consent. The investigation revealed that the applicant received an invoice for the supplying of natural gas, a contract which they didn&#8217;t sign. EDP Comercializadora argued that since the applicant had a contract with another gas company with which EDP Comercializadora had a collaboration agreement, it was justified to process the personal data of the respective individuals. The AEPD, however, ruled that the company was required to receive permission directly from the affected individuals to process personal data.</p>
"
199,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,10000,Spanish Data Protection Authority (AEPD),2020-07-01,Asociación de Médicos Demócratas,Art. 6 GDPR,Non-compliance with lawful basis for data processing,https://www.aepd.es/es/documento/ps-00231-2019.pdf,"<p>The organization processed personal data of its members even after the AEPD warned it that the processing was unlawful without the consent of the affected individuals.</p>
"
